0	1	0	0.271705407
0	1	0	0.247409053
0	1	0	0.261863439
0.114285714	0.885714286	0.024914548	0.205403313
0.283425138	0.716574862	0.071219416	0.157090098
0.342369478	0.657630522	0.100922544	0.127249491
0.470435685	0.529564315	0.151670615	0.099203648
0.565504241	0.434495759	0.176190479	0.084442808
0.622015915	0.377984085	0.176563901	0.075596817
0.614165329	0.385834671	0.161921246	0.077166934
0.675273276	0.324726724	0.170191793	0.064945345
0.701810437	0.298189563	0.183574098	0.059637913
0.739108237	0.260891763	0.186074809	0.052178353
0.800371873	0.199628127	0.198706232	0.039925625
0.819015444	0.180984556	0.195166844	0.036196911
0.853234631	0.146765369	0.208431858	0.029353074
0.886594448	0.113405552	0.23498787	0.02268111
0.93575519	0.06424481	0.289040359	0.012848962
1	0	0.283466807	0
1	0	0.273007035	0
1	0	0.270162015	0
